,Unnamed: 0,Unnamed: 0.1,Listing_id,Location,Address,Price,Title,Agent,Url,Bedrooms,Bathrooms,Parking Spaces,Floor Size,Erf Size,Gross Lettable Area,address2,lat,lon
0,0,0,109326177,North Beach,unknown,1200000.0,2 Bedroom Apartment,Property.CoZa - Berea,/for-sale/north-beach/durban/kwazulu-natal/6022/109326177,2.0,2.0,1.0,57.0,,,North Beach Durban,-29.846709099999998,31.035285842256584
1,1,1,109326170,Durban Central,unknown,695000.0,1 Bedroom Apartment,Harcourts Equity,/for-sale/durban-central/durban/kwazulu-natal/5992/109326170,1.0,1.0,,73.0,,,Durban Central Durban,-29.8574209,31.02222775321959
2,2,2,109326169,Glenwood,11 Sycamore Street Glenwood,780000.0,2 Bedroom Apartment,RE/MAX Address - Berea,/for-sale/glenwood/durban/kwazulu-natal/6034/109326169,2.0,1.0,1.0,91.0,,,11 Sycamore Street Glenwood Durban,,
3,3,3,109157205,Westridge,450 Queen Elizabeth Avenue,970000.0,2 Bedroom Apartment,Rawson Properties Berea,/for-sale/westridge/durban/kwazulu-natal/6202/109157205,2.0,1.0,2.0,70.0,,,450 Queen Elizabeth Avenue Durban,-29.8600416,30.9805307
4,4,4,109326167,North Beach,unknown,2350000.0,3 Bedroom Apartment,unknown,/for-sale/north-beach/durban/kwazulu-natal/6022/109326167,3.0,2.0,1.0,,,,North Beach Durban,-29.846709099999998,31.035285842256584
5,5,5,109325920,Morningside,40 10th Ave,900000.0,2 Bedroom Apartment,unknown,/for-sale/morningside/durban/kwazulu-natal/6021/109325920,2.0,1.0,1.0,59.0,,,40 10th Ave Durban,-29.8365936,31.0129745
6,6,6,109325891,Point Waterfront,unknown,2566800.0,3 Bedroom Apartment,Prime Property Umhlanga,/for-sale/point-waterfront/durban/kwazulu-natal/6024/109325891,3.0,2.0,2.0,94.0,,,Point Waterfront Durban,-29.861825,31.009909
7,7,7,109325885,Morningside,unknown,2190000.0,3.5 Bedroom House,Sam Harwood Property,/for-sale/morningside/durban/kwazulu-natal/6021/109325885,3.5,2.0,3.0,,696.0,,Morningside Durban,-29.8183613,31.0180771
8,8,8,109319612,Reservoir Hills,93 Chiltern Drive,830000.0,3 Bedroom Apartment,Harcourts Pulse,/for-sale/reservoir-hills/durban/kwazulu-natal/6192/109319612,3.0,2.0,3.0,103.0,,,93 Chiltern Drive Durban,-29.8200376,30.9582214
9,9,9,109299306,Bluff,60 Dunville Road,1850000.0,4 Bedroom House,Wakefields Estate Agents Bluff,/for-sale/bluff/durban/kwazulu-natal/12970/109299306,4.0,2.0,2.0,,1013.0,,60 Dunville Road Durban,-29.9139136,31.0099417
10,10,10,109324093,Congella,88 Blake Road,5500000.0,Commercial Property,Swindon Property - Durban,/for-sale/congella/durban/kwazulu-natal/6045/109324093,,,,1050.0,,,88 Blake Road Durban,-29.8638566,31.0069226
11,11,11,109323904,Clare Hills,7 Alpaca Place,1270000.0,4 Bedroom House,Leadhome,/for-sale/clare-hills/durban/kwazulu-natal/6186/109323904,4.0,2.0,2.0,,650.0,,7 Alpaca Place Durban,-29.823225,30.9683957
12,12,12,109324030,Glenwood,37 Cromwell Road,980000.0,2 Bedroom Apartment,Tyson Properties Glenwood,/for-sale/glenwood/durban/kwazulu-natal/6034/109324030,2.0,1.0,1.0,110.0,,,37 Cromwell Road Durban,-29.8633599,30.9965201
13,13,13,109325340,Musgrave,15 Rothesay Pl,1695000.0,2 Bedroom Apartment,unknown,/for-sale/musgrave/durban/kwazulu-natal/6166/109325340,2.0,1.0,2.0,131.0,,,15 Rothesay Pl Durban,-29.8440837,31.000094
14,14,14,109095270,Essenwood,unknown,2520000.0,3 Bedroom Apartment,Tyson Properties Morningside Office,/for-sale/essenwood/durban/kwazulu-natal/6165/109095270,3.0,3.5,2.0,230.0,,,Essenwood Durban,-29.8369444,31.0130556
15,15,15,109316594,Westridge,450 Queen Elizabeth Avenue,970000.0,2 Bedroom Apartment,Rawson Properties Berea,/for-sale/westridge/durban/kwazulu-natal/6202/109316594,2.0,1.0,2.0,70.0,,,450 Queen Elizabeth Avenue Durban,-29.8600416,30.9805307
16,16,16,109315484,Windermere,1 Peace Avenue,795000.0,2 Bedroom Apartment,Pam Golding Properties - Durban,/for-sale/windermere/durban/kwazulu-natal/6033/109315484,2.0,1.0,1.0,58.0,,,1 Peace Avenue Durban,-29.8269257,31.0238425
17,17,17,109323896,Glenwood,7 Woodburn Place,675000.0,1.5 Bedroom Apartment,Tyson Properties Glenwood,/for-sale/glenwood/durban/kwazulu-natal/6034/109323896,1.5,1.0,1.0,80.0,,,7 Woodburn Place Durban,-29.8564576,30.9997123
18,18,18,109324826,Durban Central,"29 Ss Chelsea Court, 67 Victoria Embankment Avenue",415000.0,2 Bedroom Apartment,RE/MAX Advance - Bluff,/for-sale/durban-central/durban/kwazulu-natal/5992/109324826,2.0,1.0,,62.0,,,"29 Ss Chelsea Court, 67 Victoria Embankment Avenue Durban",,
19,19,19,109314307,Morningside,724 Stephen Dlamini Road,3100000.0,2 Bedroom Apartment,Rawson Properties Berea,/for-sale/morningside/durban/kwazulu-natal/6021/109314307,2.0,2.0,2.0,124.0,,,724 Stephen Dlamini Road Durban,-29.8413535,31.0009778
20,20,20,109314272,North Beach,91 Somtseu Road,2495000.0,5 Bedroom Apartment,Rawson Properties Durban City,/for-sale/north-beach/durban/kwazulu-natal/6022/109314272,5.0,3.5,4.0,171.0,,,91 Somtseu Road Durban,-29.8454511,31.0282238
21,21,21,109318406,Durban Central,9 Dorothy Nyembe Street,55000000.0,Commercial Property,Rawson Properties Berea,/for-sale/durban-central/durban/kwazulu-natal/5992/109318406,,,,5204.0,,,9 Dorothy Nyembe Street Durban,-29.857214,31.0244037
22,22,22,109268372,Musgrave,188 Silverton Road,6495000.0,5 Bedroom Townhouse,Rawson Properties Berea,/for-sale/musgrave/durban/kwazulu-natal/6166/109268372,5.0,5.0,4.0,,926.0,,188 Silverton Road Durban,-29.847802,30.9960354
23,23,23,109322982,Morningside,205 Sutton Crescent,650000.0,1 Bedroom Apartment,Harcourts Equity,/for-sale/morningside/durban/kwazulu-natal/6021/109322982,1.0,1.0,2.0,46.0,,,205 Sutton Crescent Durban,-29.8301771,31.0216128
24,24,24,109312252,Morningside,32 Haden Road,795000.0,1 Bedroom Apartment,Tyson Properties Morningside Office,/for-sale/morningside/durban/kwazulu-natal/6021/109312252,1.0,1.0,1.0,78.0,,,32 Haden Road Durban,-29.8381742,31.0110126
25,25,25,109258541,Congella,109 Sydney Road,9600000.0,Industrial Property,Cornerstone Property Partners,/for-sale/congella/durban/kwazulu-natal/6045/109258541,,,,1344.0,,,109 Sydney Road Durban,-29.8630838,31.0087866
26,26,26,109313933,Durban Central,15 Joe Slovo Street,77000000.0,Commercial Property,Rawson Properties Berea,/for-sale/durban-central/durban/kwazulu-natal/5992/109313933,,,,1419.0,,,15 Joe Slovo Street Durban,-29.8542337,31.0208502
27,27,27,109301842,Bluff,123 Thompson Road,1085000.0,2 Bedroom Apartment,Chas Everitt Durban South,/for-sale/bluff/durban/kwazulu-natal/12970/109301842,2.0,2.0,1.0,66.0,,,123 Thompson Road Durban,-29.9016201,31.0340167
28,28,28,109303589,Morningside,83 Clarence Road,710000.0,1.5 Bedroom Apartment,Tyson Properties Morningside Office,/for-sale/morningside/durban/kwazulu-natal/6021/109303589,1.5,1.0,1.0,54.0,,,83 Clarence Road Durban,-29.8372631,31.0142261
29,29,29,109256391,Essenwood,300 Problem Mkhize Road,1100000.0,2 Bedroom Apartment,Rawson Properties Berea,/for-sale/essenwood/durban/kwazulu-natal/6165/109256391,2.0,1.0,2.0,73.0,,,300 Problem Mkhize Road Durban,-29.8442861,31.0065709
30,30,30,109318953,Glenwood,131 Bath Road,670000.0,1.5 Bedroom Apartment,Wakefields Estate Agents Berea,/for-sale/glenwood/durban/kwazulu-natal/6034/109318953,1.5,1.0,,69.0,,,131 Bath Road Durban,-29.8594547,30.9976004
31,31,31,109320758,Jacobs,168-172 Voortrekker Road,11000000.0,Industrial Property,Deal Core,/for-sale/jacobs/durban/kwazulu-natal/6151/109320758,,,,1864.0,,,168-172 Voortrekker Road Durban,,
32,32,32,109325005,Musgrave,139 Stephan Dlamini Road,3990000.0,Commercial Property,Seeff Umhlanga,/for-sale/musgrave/durban/kwazulu-natal/6166/109325005,,,,,,200.0,139 Stephan Dlamini Road Durban,,
33,33,33,109296838,Durban Central,20 Victoria Embankment Avenue,380000.0,1 Bedroom Apartment,Harcourts Equity,/for-sale/durban-central/durban/kwazulu-natal/5992/109296838,1.0,1.0,,54.0,,,20 Victoria Embankment Avenue Durban,-29.8608519,31.0328484
34,34,34,109249828,Bluff,201 Marine Drive,1195000.0,2 Bedroom Townhouse,Acutts Bluff,/for-sale/bluff/durban/kwazulu-natal/12970/109249828,2.0,3.0,2.0,124.0,,,201 Marine Drive Durban,-29.9320507,31.0100568
35,35,35,109017748,South Beach,130 Gillespie St,255000.0,Apartment,unknown,/for-sale/south-beach/durban/kwazulu-natal/6027/109017748,,,,48.0,,,130 Gillespie St Durban,-29.858167,31.0386517
36,36,36,109296154,Bulwer,195 Che Guevara Road,1200000.0,4 Bedroom Apartment,Rawson Properties Berea,/for-sale/bulwer/durban/kwazulu-natal/5969/109296154,4.0,1.0,1.0,92.0,,,195 Che Guevara Road Durban,-29.8604952,31.0056308
37,37,37,109291149,Essenwood,24 Norfolk Rd,1650000.0,Apartment,unknown,/for-sale/essenwood/durban/kwazulu-natal/6165/109291149,,,,113.0,,,24 Norfolk Rd Durban,-29.837956,31.0048326
38,38,38,109291148,Essenwood,24 Norfolk Rd,1450000.0,Apartment,unknown,/for-sale/essenwood/durban/kwazulu-natal/6165/109291148,,,,98.0,,,24 Norfolk Rd Durban,-29.837956,31.0048326
39,39,39,109315550,Glenwood,121 Brand Road,2650000.0,Commercial Property,Tyson Properties Glenwood,/for-sale/glenwood/durban/kwazulu-natal/6034/109315550,,,,219.0,,,121 Brand Road Durban,-29.858682,31.002567
40,40,40,109291147,South Beach,55 Dr Langalibalele Dube St,215000.0,Apartment,unknown,/for-sale/south-beach/durban/kwazulu-natal/6027/109291147,,,,40.0,,,55 Dr Langalibalele Dube St Durban,-29.8604739,31.03341
41,41,41,109262641,South Beach,130 Gillespie St,255000.0,Apartment,unknown,/for-sale/south-beach/durban/kwazulu-natal/6027/109262641,,,,48.0,,,130 Gillespie St Durban,-29.858167,31.0386517
42,42,42,109315409,Musgrave,143 Bellevue Road,4500000.0,5 Bedroom House,Leadhome,/for-sale/musgrave/durban/kwazulu-natal/6166/109315409,5.0,4.0,2.0,,704.0,,143 Bellevue Road Durban,-29.8487294,30.9962326
43,43,43,109320733,Ocean View,115 Maxwell Avenue,3200000.0,4 Bedroom House,Property.CoZa - Berea,/for-sale/ocean-view/durban/kwazulu-natal/6158/109320733,4.0,4.0,7.0,,965.0,,115 Maxwell Avenue Durban,-29.9139855,31.0246398
44,44,44,109299160,South Beach,15 O.r. Tambo Parade,995000.0,1.5 Bedroom Apartment,Fengari Properties,/for-sale/south-beach/durban/kwazulu-natal/6027/109299160,1.5,1.0,,73.0,,,15 O.r. Tambo Parade Durban,-29.8527146,31.0382689
45,45,45,109290300,Glenwood,9 Newton Place,750000.0,2 Bedroom Apartment,Tyson Properties Glenwood,/for-sale/glenwood/durban/kwazulu-natal/6034/109290300,2.0,1.0,2.0,85.0,,,9 Newton Place Durban,-29.8547245,30.9967226
46,46,46,109315603,Montclair,16 Down Avenue,5200000.0,12 Bedroom House,RE/MAX Advance - Bluff,/for-sale/montclair/durban/kwazulu-natal/6040/109315603,12.0,6.0,12.0,,877.0,,16 Down Avenue Durban,-29.9248204,30.9724509
47,47,47,109285310,North Beach,143 Snell Parade,749000.0,1 Bedroom Apartment,Harcourts Equity,/for-sale/north-beach/durban/kwazulu-natal/6022/109285310,1.0,1.0,,50.0,,,143 Snell Parade Durban,-29.84771645,31.035866769609065
48,48,48,109299191,Bluff,6 Ethelvale Road,1650000.0,3.5 Bedroom House,Wakefields Estate Agents Bluff,/for-sale/bluff/durban/kwazulu-natal/12970/109299191,3.5,2.0,,,1082.0,,6 Ethelvale Road Durban,-29.9209941,31.006294
49,49,49,109232070,Newlands West,48 Briardale Drive,980000.0,3 Bedroom House,Pam Golding Properties - uMhlanga,/for-sale/newlands-west/durban/kwazulu-natal/6133/109232070,3.0,1.0,,,413.0,,48 Briardale Drive Durban,-29.7776173,30.9671679
50,50,50,109321640,Glenwood,10 Maze Road,1950000.0,3 Bedroom House,Tyson Properties Morningside Office,/for-sale/glenwood/durban/kwazulu-natal/6034/109321640,3.0,2.0,2.0,,726.0,,10 Maze Road Durban,-29.8570579,30.9881714
51,51,51,109282951,Morningside,732 Essenwood Road,2999000.0,2 Bedroom Apartment,Rawson Properties Berea,/for-sale/morningside/durban/kwazulu-natal/6021/109282951,2.0,2.0,2.0,146.0,,,732 Essenwood Road Durban,-29.8840631,30.9250466
52,52,52,109294268,Glenmore,118 Bowen Avenue,,4 Bedroom House,Matrix Auctions,/for-sale/glenmore/durban/kwazulu-natal/10787/109294268,4.0,2.0,4.0,,967.0,,118 Bowen Avenue Durban,-29.8764593,30.9718175
53,53,53,109279617,Glenwood,67 Cromwell Road,590000.0,1.5 Bedroom Apartment,Wakefields Estate Agents Berea,/for-sale/glenwood/durban/kwazulu-natal/6034/109279617,1.5,1.0,1.0,70.0,,,67 Cromwell Road Durban,-29.8633599,30.9965201
54,54,54,108473234,Glenwood,241 Clark Road,695000.0,1.5 Bedroom Apartment,Wakefields Estate Agents Berea,/for-sale/glenwood/durban/kwazulu-natal/6034/108473234,1.5,1.0,1.0,85.0,,,241 Clark Road Durban,-29.8559709,30.9941475
55,55,55,109307289,Austerville,39 Thorn Road,1350000.0,3 Bedroom House,Wakefields Estate Agents Bluff,/for-sale/austerville/durban/kwazulu-natal/6142/109307289,3.0,2.0,3.0,,717.0,,39 Thorn Road Durban,-29.9327483,30.9848308
56,56,56,109276482,Musgrave,117 Stephen Dlamini Road,,Commercial Property,Ian Wyles Auctioneers,/for-sale/musgrave/durban/kwazulu-natal/6166/109276482,,,,689.0,,,117 Stephen Dlamini Road Durban,-29.8413535,31.0009778
57,57,57,109281369,Musgrave,323 Currie Road,825000.0,1 Bedroom Apartment,Pam Golding Properties - Durban,/for-sale/musgrave/durban/kwazulu-natal/6166/109281369,1.0,1.0,,65.0,,,323 Currie Road Durban,-29.8458105,31.0035548
58,58,58,109282696,Sea View,29 Malton Road,790000.0,2 Bedroom Apartment,Rawson Properties Berea,/for-sale/sea-view/durban/kwazulu-natal/6255/109282696,2.0,1.0,1.0,69.0,,,29 Malton Road Durban,-29.8988905,30.9722635
59,59,59,109279133,Merebank East,23 Raj Mahal Road,1950000.0,4 Bedroom House,Wakefields Estate Agents Bluff,/for-sale/merebank-east/durban/kwazulu-natal/17840/109279133,4.0,3.0,1.0,,346.0,,23 Raj Mahal Road Durban,-29.9540468,30.9672638
60,60,60,109273413,Glenwood,67 Cromwell Road,590000.0,1.5 Bedroom Apartment,Wakefields Estate Agents Berea,/for-sale/glenwood/durban/kwazulu-natal/6034/109273413,1.5,1.0,1.0,70.0,,,67 Cromwell Road Durban,-29.8633599,30.9965201
61,61,61,109303159,Cato Manor,99 Sunderland Road,625000.0,Vacant Land,Tyson Properties Westville & Pinetown,/for-sale/cato-manor/durban/kwazulu-natal/6184/109303159,,,,,679.0,,99 Sunderland Road Durban,-29.8692911,30.9598877
62,62,62,109321493,Glenwood,110 Sir Duncan Road,3500000.0,5 Bedroom House,Blueprint Realty,/for-sale/glenwood/durban/kwazulu-natal/6034/109321493,5.0,3.0,5.0,,1210.0,,110 Sir Duncan Road Durban,-29.8670862,30.9873257
63,63,63,109316343,Glenmore,15 Philamere Avenue,2599000.0,5 Bedroom House,RE/MAX Advance - Bluff,/for-sale/glenmore/durban/kwazulu-natal/10787/109316343,5.0,3.0,6.0,,1151.0,,15 Philamere Avenue Durban,-29.8769625,30.9751691
64,64,64,107254876,Morningside,457 Innes Road,1295000.0,1 Bedroom Apartment,Wakefields Estate Agents Berea,/for-sale/morningside/durban/kwazulu-natal/6021/107254876,1.0,1.5,2.0,81.0,,,457 Innes Road Durban,-29.824368,31.0208216
65,65,65,109320324,South Beach,19 Prince Street,660000.0,2 Bedroom Apartment,Burmain Properties,/for-sale/south-beach/durban/kwazulu-natal/6027/109320324,2.0,1.0,1.0,74.0,,,19 Prince Street Durban,-29.8660044,31.0423929
66,66,66,109291585,Musgrave,37 Silverton Road,790000.0,1 Bedroom Apartment,Rawson Properties Berea,/for-sale/musgrave/durban/kwazulu-natal/6166/109291585,1.0,1.0,1.0,76.0,,,37 Silverton Road Durban,-29.847802,30.9960354
67,67,67,109305434,Essenwood,161 Riley Road,750000.0,2 Bedroom Apartment,Wakefields Estate Agents Berea,/for-sale/essenwood/durban/kwazulu-natal/6165/109305434,2.0,1.0,1.0,85.0,,,161 Riley Road Durban,-29.8390424,30.9999086
68,68,68,109291722,Umbilo,4 Prospect Road,470000.0,1 Bedroom Apartment,Wakefields Estate Agents Berea,/for-sale/umbilo/durban/kwazulu-natal/6029/109291722,1.0,1.0,,67.0,,,4 Prospect Road Durban,-29.8921483,30.9792417
69,69,69,109293526,Essenwood,"1 Mount Carmel, 631 Peter Mokaba Ridge Road",1099000.0,2 Bedroom Apartment,Soukop Property Group - Morningside,/for-sale/essenwood/durban/kwazulu-natal/6165/109293526,2.0,1.5,2.0,60.0,,,"1 Mount Carmel, 631 Peter Mokaba Ridge Road Durban",,
70,70,70,109316478,North Beach,23 Sol Harris Crescent,670000.0,1 Bedroom Apartment,RE/MAX Panache - La Lucia,/for-sale/north-beach/durban/kwazulu-natal/6022/109316478,1.0,1.0,,64.0,,,23 Sol Harris Crescent Durban,-29.8434356,31.0332861
71,71,71,109019429,North Beach,23 Sol Harris Crescent,670000.0,1 Bedroom Apartment,RE/MAX Panache - La Lucia,/for-sale/north-beach/durban/kwazulu-natal/6022/109019429,1.0,1.0,,64.0,,,23 Sol Harris Crescent Durban,-29.8434356,31.0332861
72,72,72,109313197,South Beach,71 Gillespie Street,325000.0,1 Bedroom Apartment,Rawson Properties Durban City,/for-sale/south-beach/durban/kwazulu-natal/6027/109313197,1.0,1.0,1.0,49.0,,,71 Gillespie Street Durban,-29.858167,31.0386517
73,73,73,109271033,Glenwood,89 J.b. Marks Rd,845000.0,1.5 Bedroom Apartment,unknown,/for-sale/glenwood/durban/kwazulu-natal/6034/109271033,1.5,1.0,2.0,84.0,,,89 J.b. Marks Rd Durban,,
74,74,74,109311983,Musgrave,93 Currie Road,1590000.0,2 Bedroom Townhouse,Sam Harwood Property,/for-sale/musgrave/durban/kwazulu-natal/6166/109311983,2.0,1.0,3.0,116.0,,,93 Currie Road Durban,-29.8458105,31.0035548
75,75,75,109291853,South Beach,97 O.r. Tambo Parade,1395000.0,2 Bedroom Apartment,Rawson Properties Durban City,/for-sale/south-beach/durban/kwazulu-natal/6027/109291853,2.0,2.0,1.0,3138.0,,,97 O.r. Tambo Parade Durban,-29.8527146,31.0382689
76,76,76,109257452,Hillary,1 Oldfield Place,1350000.0,3 Bedroom House,Wakefields Estate Agents Malvern,/for-sale/hillary/durban/kwazulu-natal/6251/109257452,3.0,2.0,2.0,,941.0,,1 Oldfield Place Durban,-29.8932213,30.9446132
77,77,77,108783451,Glenwood,unknown,2195000.0,3 Bedroom House,Harcourts Equity,/for-sale/glenwood/durban/kwazulu-natal/6034/108783451,3.0,2.0,3.0,680.0,,,Glenwood Durban,-29.8638889,30.9877778
78,78,78,109268702,Durban Central,186 Victoria Embankment,540000.0,1 Bedroom Apartment,Rawson Properties Durban City,/for-sale/durban-central/durban/kwazulu-natal/5992/109268702,1.0,1.0,2.0,72.0,,,186 Victoria Embankment Durban,-29.8608519,31.0328484
79,79,79,109272967,Sydenham,19 Lavery Crescent,1630000.0,4 Bedroom House,Property.CoZa - Westville,/for-sale/sydenham/durban/kwazulu-natal/6198/109272967,4.0,1.0,1.0,,677.0,,19 Lavery Crescent Durban,-29.8363059,30.9856309
80,80,80,109296569,Reservoir Hills,29 Richmond Gardens,1500000.0,5 Bedroom House,Wakefields Estate Agents Westville,/for-sale/reservoir-hills/durban/kwazulu-natal/6192/109296569,5.0,3.0,1.0,,1415.0,,29 Richmond Gardens Durban,,
81,81,81,109264723,Musgrave,194 Stephen Dlamini Road,1855000.0,3 Bedroom Townhouse,Wakefields Estate Agents Berea,/for-sale/musgrave/durban/kwazulu-natal/6166/109264723,3.0,2.5,2.0,144.0,,,194 Stephen Dlamini Road Durban,-29.8413535,31.0009778
82,82,82,109303590,Musgrave,12 Waynes Avenue,999000.0,2 Bedroom Townhouse,Tyson Properties Morningside Office,/for-sale/musgrave/durban/kwazulu-natal/6166/109303590,2.0,2.5,2.0,,171.0,,12 Waynes Avenue Durban,-29.8504227,31.0047984
83,83,83,109260852,Congella,182 Gale Street,,Commercial Property,Ian Wyles Auctioneers,/for-sale/congella/durban/kwazulu-natal/6045/109260852,,,,865.0,,,182 Gale Street Durban,-29.867026,31.0005834
84,84,84,109260649,Riverhorse Valley,21 Riverhorse Close,,Commercial Property,Ian Wyles Auctioneers,/for-sale/riverhorse-valley/durban/kwazulu-natal/11690/109260649,,,,2322.0,,,21 Riverhorse Close Durban,-29.7782371,30.9928943
85,85,85,109317702,Durban Central,unknown,580000.0,1.5 Bedroom Apartment,"Leapfrog, Durban Central",/for-sale/durban-central/durban/kwazulu-natal/5992/109317702,1.5,1.0,,67.0,,,Durban Central Durban,-29.8574209,31.02222775321959
86,86,86,109249146,Mount Vernon,50 Woodlands Avenue,1250000.0,3 Bedroom House,Wakefields Estate Agents Malvern,/for-sale/mount-vernon/durban/kwazulu-natal/6253/109249146,3.0,2.0,2.0,,926.0,,50 Woodlands Avenue Durban,-29.8932492,30.94313
87,87,87,109256215,Musgrave,"8 Ss Corra Lynn, 4 Kilburn Avenue",1170000.0,2.5 Bedroom Apartment,RE/MAX Address - Berea,/for-sale/musgrave/durban/kwazulu-natal/6166/109256215,2.5,1.0,1.0,100.0,,,"8 Ss Corra Lynn, 4 Kilburn Avenue Durban",,
88,88,88,109255716,Morningside,"5 Ss Two Four Nuttall Gardens, 24 Nuttall Gardens",2495000.0,3 Bedroom Apartment,RE/MAX Address - Berea,/for-sale/morningside/durban/kwazulu-natal/6021/109255716,3.0,2.5,2.0,208.0,,,"5 Ss Two Four Nuttall Gardens, 24 Nuttall Gardens Durban",,
89,89,89,109213837,Bluff,32 Assembly Road,1995000.0,3 Bedroom House,Wakefields Estate Agents Bluff,/for-sale/bluff/durban/kwazulu-natal/12970/109213837,3.0,2.0,,,983.0,,32 Assembly Road Durban,-29.9205556,30.9978618
90,90,90,109212807,Sherwood,144 Wattle Grove,1495000.0,3 Bedroom Townhouse,Wakefields Estate Agents Westville,/for-sale/sherwood/durban/kwazulu-natal/6194/109212807,3.0,2.0,2.0,127.0,,,144 Wattle Grove Durban,-29.8305175,30.9674683
91,91,91,109282790,Morningside,unknown,2495000.0,3 Bedroom Townhouse,Seeff Berea,/for-sale/morningside/durban/kwazulu-natal/6021/109282790,3.0,2.5,6.0,,1245.0,,Morningside Durban,-29.8183613,31.0180771
92,92,92,109232844,Palmiet,unknown,1500000.0,4 Bedroom House,ERA Durban,/for-sale/palmiet/durban/kwazulu-natal/6185/109232844,4.0,3.0,2.0,,,,Palmiet Durban,-29.8113889,30.965
93,93,93,109279686,Wentworth,84 Amoora Road,375000.0,2 Bedroom Apartment,Wakefields Estate Agents Bluff,/for-sale/wentworth/durban/kwazulu-natal/6163/109279686,2.0,1.0,,57.0,,,84 Amoora Road Durban,-29.9485278,30.977226
94,94,94,109247845,Windermere,101a Innes Road,,Commercial Property,Swindon Property - Durban,/for-sale/windermere/durban/kwazulu-natal/6033/109247845,,,,111.0,,,101a Innes Road Durban,-29.824368,31.0208216
95,95,95,109257173,Durban Central,44 Milne Street,7000000.0,Commercial Property,Swindon Property - Durban,/for-sale/durban-central/durban/kwazulu-natal/5992/109257173,,,,500.0,,,44 Milne Street Durban,-29.8546733,31.0343363
96,96,96,107345664,Glenwood,15 Stella Grove,1250000.0,3 Bedroom Townhouse,Wakefields Estate Agents Berea,/for-sale/glenwood/durban/kwazulu-natal/6034/107345664,3.0,1.0,1.0,76.0,,,15 Stella Grove Durban,-29.8633986,30.9950526
97,97,97,109271663,Musgrave,90 Oakleigh Drive,1200000.0,2 Bedroom Townhouse,Rawson Properties Berea,/for-sale/musgrave/durban/kwazulu-natal/6166/109271663,2.0,1.0,2.0,,10432.0,,90 Oakleigh Drive Durban,-29.8471161,30.9881068
98,98,98,109228906,Bluff,205 Moss Road,1780000.0,4 Bedroom House,Wakefields Estate Agents Bluff,/for-sale/bluff/durban/kwazulu-natal/12970/109228906,4.0,2.0,4.0,,1381.0,,205 Moss Road Durban,-29.912856,31.0172636
99,99,99,109217595,Durban Central,unknown,580000.0,1.5 Bedroom Apartment,"Leapfrog, Durban Central",/for-sale/durban-central/durban/kwazulu-natal/5992/109217595,1.5,1.0,,67.0,,,Durban Central Durban,-29.8574209,31.02222775321959
100,100,100,109221527,Bulwer,2 Princess Alice Avenue,3599000.0,5 Bedroom House,Rawson Properties Berea,/for-sale/bulwer/durban/kwazulu-natal/5969/109221527,5.0,5.0,2.0,,,,2 Princess Alice Avenue Durban,-29.8701011,30.982364
101,101,101,109306152,Bluff,265 Lighthouse Road,1400000.0,3.5 Bedroom House,Wakefields Estate Agents Bluff,/for-sale/bluff/durban/kwazulu-natal/12970/109306152,3.5,3.0,1.0,,1381.0,,265 Lighthouse Road Durban,-29.9060572,31.0237743
102,102,102,109285897,Musgrave,32 Jesmond Grove,2295000.0,3 Bedroom House,Tyson Properties Morningside Office,/for-sale/musgrave/durban/kwazulu-natal/6166/109285897,3.0,2.0,7.0,,709.0,,32 Jesmond Grove Durban,-29.8388084,30.9936213
103,103,103,109245048,Glenwood,368 Esther Roberts Road,1599000.0,3 Bedroom House,Soukop Property Group - Westville,/for-sale/glenwood/durban/kwazulu-natal/6034/109245048,3.0,2.0,3.0,,522.0,,368 Esther Roberts Road Durban,-29.8648062,30.9980953
104,104,104,109289320,Bonela,8 Neptune Crescent,1350000.0,3 Bedroom Townhouse,Tyson Properties Westville & Pinetown,/for-sale/bonela/durban/kwazulu-natal/6002/109289320,3.0,2.0,1.0,63.0,,,8 Neptune Crescent Durban,-29.8410162,30.9666516
105,105,105,109290428,Morningside,25 Fyfe Road,1300000.0,3 Bedroom House,Harcourts Equity,/for-sale/morningside/durban/kwazulu-natal/6021/109290428,3.0,1.0,5.0,,723.0,,25 Fyfe Road Durban,-29.8182568,31.0086671
106,106,106,109214305,Bluff,44 Netford Road,3750000.0,3 Bedroom Apartment,Wakefields Estate Agents Bluff,/for-sale/bluff/durban/kwazulu-natal/12970/109214305,3.0,3.0,1.0,295.0,,,44 Netford Road Durban,-29.9143896,31.0279051
107,107,107,109266267,Glenwood,203 Helen Joseph Road,695000.0,1 Bedroom Apartment,Wakefields Estate Agents Berea,/for-sale/glenwood/durban/kwazulu-natal/6034/109266267,1.0,1.0,1.0,54.0,,,203 Helen Joseph Road Durban,-29.8621974,31.0013044
108,108,108,109288020,Glenwood,77 Sir Duncan Road,,5 Bedroom House,Matrix Auctions,/for-sale/glenwood/durban/kwazulu-natal/6034/109288020,5.0,5.0,8.0,,1038.0,,77 Sir Duncan Road Durban,-29.8670862,30.9873257
109,109,109,109270709,Yellowwood Park,23 Coedmore Avenue,1450000.0,3 Bedroom House,Property.CoZa - Berea,/for-sale/yellowwood-park/durban/kwazulu-natal/6043/109270709,3.0,2.0,2.0,,1012.0,,23 Coedmore Avenue Durban,-29.9101089,30.9467898
