,Unnamed: 0,Unnamed: 0.1,Listing_id,Location,Address,Price,Title,Agent,Url,Bedrooms,Bathrooms,Parking Spaces,Floor Size,Erf Size,Gross Lettable Area,address2,lat,lon
3230,3230,3230,108828559,Glenwood,unknown,1995000.0,4 Bedroom House,Wakefields Estate Agents Berea,/for-sale/glenwood/durban/kwazulu-natal/6034/108828559,4.0,3.5,8.0,,750.0,,Glenwood Durban,-29.8638889,30.9877778
3231,3231,3231,107256945,Musgrave,21 Vause Road,2350000.0,4 Bedroom Townhouse,Seeff Berea,/for-sale/musgrave/durban/kwazulu-natal/6166/107256945,4.0,3.5,2.0,,2941.0,,21 Vause Road Durban,-29.8398449,30.998538
3232,3232,3232,109068344,Carrington Heights,unknown,1480000.0,6 Bedroom House,unknown,/for-sale/carrington-heights/durban/kwazulu-natal/6005/109068344,6.0,3.0,2.0,,,,Carrington Heights Durban,-29.8788889,30.9777778
3233,3233,3233,105408978,Morningside,unknown,2999000.0,4 Bedroom House,Soukop Property Group - Morningside,/for-sale/morningside/durban/kwazulu-natal/6021/105408978,4.0,4.0,5.0,,669.0,,Morningside Durban,-29.8183613,31.0180771
3234,3234,3234,109017389,Ntuzuma,unknown,850000.0,3 Bedroom House,Wakefields Estate Agents Phoenix,/for-sale/ntuzuma/durban/kwazulu-natal/7648/109017389,3.0,2.0,,448.0,,,Ntuzuma Durban,,
3235,3235,3235,108761816,Musgrave,unknown,660000.0,1.5 Bedroom Apartment,Acutts Berea,/for-sale/musgrave/durban/kwazulu-natal/6166/108761816,1.5,1.0,1.0,76.0,,,Musgrave Durban,-29.8488889,30.9961111
3236,3236,3236,108926843,Reservoir Hills,unknown,5395000.0,Commercial Property,Acutts Berea,/for-sale/reservoir-hills/durban/kwazulu-natal/6192/108926843,,,,,1140.0,,Reservoir Hills Durban,-29.794942,30.9353627
3237,3237,3237,108984237,Reservoir Hills,unknown,890000.0,3 Bedroom Apartment,Soukop Property Group - Westville,/for-sale/reservoir-hills/durban/kwazulu-natal/6192/108984237,3.0,1.0,,101.0,,,Reservoir Hills Durban,-29.794942,30.9353627
3238,3238,3238,108769540,Reservoir Hills,unknown,1595000.0,3 Bedroom House,Soukop Property Group - Westville,/for-sale/reservoir-hills/durban/kwazulu-natal/6192/108769540,3.0,2.0,4.0,,951.0,,Reservoir Hills Durban,-29.794942,30.9353627
3239,3239,3239,108795187,Bulwer,unknown,820000.0,2 Bedroom Apartment,Pam Golding Properties - Durban,/for-sale/bulwer/durban/kwazulu-natal/5969/108795187,2.0,1.0,2.0,110.0,,,Bulwer Durban,-29.8583333,31.0033333
3240,3240,3240,108789644,Montclair,unknown,920000.0,3 Bedroom Townhouse,Wakefields Yellowwood Park,/for-sale/montclair/durban/kwazulu-natal/6040/108789644,3.0,2.5,1.0,114.0,,,Montclair Durban,-29.9197222,30.9652778
3241,3241,3241,108797848,Sherwood,unknown,1295000.0,2 Bedroom Townhouse,Dormehl Phalane Property Group A-Team,/for-sale/sherwood/durban/kwazulu-natal/6194/108797848,2.0,1.5,2.0,99.0,,,Sherwood Durban,-29.8288889,30.9772222
3242,3242,3242,108822155,Durban Central,unknown,760000.0,2 Bedroom Apartment,KZN North Coast Property,/for-sale/durban-central/durban/kwazulu-natal/5992/108822155,2.0,1.0,1.0,75.0,,,Durban Central Durban,-29.8574209,31.02222775321959
3243,3243,3243,108841520,Musgrave,unknown,3400000.0,7 Bedroom House,Wakefields Estate Agents Berea,/for-sale/musgrave/durban/kwazulu-natal/6166/108841520,7.0,8.0,7.0,,440.0,,Musgrave Durban,-29.8488889,30.9961111
3244,3244,3244,108808351,Sparks Estate,unknown,1995000.0,3 Bedroom House,Blue Diamond Properties,/for-sale/sparks-estate/durban/kwazulu-natal/6203/108808351,3.0,1.0,10.0,,806.0,,Sparks Estate Durban,-29.8415606,30.986380719213763
3245,3245,3245,109195357,South Beach,unknown,7800000.0,12 Bedroom Apartment,Idwala Property Group - Amanzimtoti,/for-sale/south-beach/durban/kwazulu-natal/6027/109195357,12.0,8.0,8.0,,397.0,,South Beach Durban,-29.862027400000002,31.037410200593246
3246,3246,3246,108204623,Essenwood,unknown,12000000.0,6 Bedroom House,Sotheby's International Realty - Umhlanga,/for-sale/essenwood/durban/kwazulu-natal/6165/108204623,6.0,4.0,12.0,,2158.0,,Essenwood Durban,-29.8369444,31.0130556
3247,3247,3247,109325499,Newlands East,125 Brindle Place,620000.0,2 Bedroom Apartment,unknown,/for-sale/newlands-east/durban/kwazulu-natal/6132/109325499,2.0,1.0,,,,,125 Brindle Place Durban,,
3248,3248,3248,108883476,Glenwood,unknown,2490000.0,3 Bedroom House,Tyson Properties Morningside Office,/for-sale/glenwood/durban/kwazulu-natal/6034/108883476,3.0,2.0,8.0,,903.0,,Glenwood Durban,-29.8638889,30.9877778
3249,3249,3249,108706546,Musgrave,unknown,1500000.0,2 Bedroom Apartment,Wakefields Estate Agents Berea,/for-sale/musgrave/durban/kwazulu-natal/6166/108706546,2.0,2.0,1.0,100.0,,,Musgrave Durban,-29.8488889,30.9961111
3250,3250,3250,106337494,Musgrave,479 Musgrave Road,6495000.0,5 Bedroom Townhouse,Wakefields Estate Agents Berea,/for-sale/musgrave/durban/kwazulu-natal/6166/106337494,5.0,4.0,2.0,,1200.0,,479 Musgrave Road Durban,-29.8492096,31.0000675
3251,3251,3251,109066762,Newlands East,125 Brindle Place,620000.0,2 Bedroom Apartment,unknown,/for-sale/newlands-east/durban/kwazulu-natal/6132/109066762,2.0,1.0,,,,,125 Brindle Place Durban,,
3252,3252,3252,108295400,Windermere,16 Lillian Nygoyi Road,2250000.0,3 Bedroom House,Jawitz Morningside,/for-sale/windermere/durban/kwazulu-natal/6033/108295400,3.0,1.0,,,251.0,,16 Lillian Nygoyi Road Durban,,
3253,3253,3253,108949521,Durban Central,unknown,349000.0,1 Bedroom Apartment,KZN North Coast Property,/for-sale/durban-central/durban/kwazulu-natal/5992/108949521,1.0,1.0,,40.0,,,Durban Central Durban,-29.8574209,31.02222775321959
3254,3254,3254,108812487,Clare Hills,unknown,850000.0,Vacant Land,Pam Golding Properties - Westville,/for-sale/clare-hills/durban/kwazulu-natal/6186/108812487,,,,,4278.0,,Clare Hills Durban,-29.8158333,30.9766667
3255,3255,3255,108277250,Durban Central,409 - 423 Dr Pixley Kaseme (west) Street,,Commercial Property,In2assets,/for-sale/durban-central/durban/kwazulu-natal/5992/108277250,,,,13357.0,,,409 - 423 Dr Pixley Kaseme (west) Street Durban,,
3256,3256,3256,108917097,Parlock,unknown,1500000.0,3 Bedroom House,Property.CoZa - Berea,/for-sale/parlock/durban/kwazulu-natal/6135/108917097,3.0,2.0,3.0,850.0,,,Parlock Durban,-29.7941211,30.9747594
3257,3257,3257,108934758,Carrington Heights,unknown,800000.0,2 Bedroom Apartment,RE/MAX Address - Berea,/for-sale/carrington-heights/durban/kwazulu-natal/6005/108934758,2.0,1.0,1.0,67.0,,,Carrington Heights Durban,-29.8788889,30.9777778
3258,3258,3258,108727762,North Beach,unknown,1800000.0,1.5 Bedroom Apartment,Wakefields Beach,/for-sale/north-beach/durban/kwazulu-natal/6022/108727762,1.5,1.0,1.0,83.0,,,North Beach Durban,-29.846709099999998,31.035285842256584
3259,3259,3259,108369378,Westridge,13 King Cetshwayo Highway,675000.0,1 Bedroom Apartment,Pam Golding Properties - Durban,/for-sale/westridge/durban/kwazulu-natal/6202/108369378,1.0,1.0,1.0,62.0,,,13 King Cetshwayo Highway Durban,-29.8302013,30.9557075
3260,3260,3260,108260688,Musgrave,unknown,4600000.0,4 Bedroom Apartment,Wakefields Estate Agents Berea,/for-sale/musgrave/durban/kwazulu-natal/6166/108260688,4.0,4.0,7.0,446.0,,,Musgrave Durban,-29.8488889,30.9961111
3261,3261,3261,108133420,Sherwood,139 Wattle Grove,2195000.0,3 Bedroom Townhouse,Wakefields Estate Agents Westville,/for-sale/sherwood/durban/kwazulu-natal/6194/108133420,3.0,2.5,2.0,154.0,,,139 Wattle Grove Durban,-29.8305175,30.9674683
3262,3262,3262,107640016,Essenwood,537 Stephen Dlamini Road,1850000.0,2 Bedroom Apartment,Pam Golding Properties - Durban,/for-sale/essenwood/durban/kwazulu-natal/6165/107640016,2.0,2.0,3.0,184.0,,,537 Stephen Dlamini Road Durban,-29.8413535,31.0009778
3263,3263,3263,108696969,Morningside,unknown,2430000.0,3 Bedroom Apartment,Prime Property Musgrave,/for-sale/morningside/durban/kwazulu-natal/6021/108696969,3.0,2.5,2.0,183.0,,,Morningside Durban,-29.8183613,31.0180771
3264,3264,3264,108801203,Yellowwood Park,unknown,2200000.0,3 Bedroom House,Wakefields Yellowwood Park,/for-sale/yellowwood-park/durban/kwazulu-natal/6043/108801203,3.0,2.0,3.0,,2039.0,,Yellowwood Park Durban,-29.92,30.9369444
3265,3265,3265,107980662,Bluff,123 Thompson Road,1050000.0,3 Bedroom Apartment,Acutts Bluff,/for-sale/bluff/durban/kwazulu-natal/12970/107980662,3.0,2.0,2.0,89.0,,,123 Thompson Road Durban,-29.9016201,31.0340167
3266,3266,3266,109041476,Glenwood,unknown,3200000.0,4 Bedroom House,Proprop - Durban,/for-sale/glenwood/durban/kwazulu-natal/6034/109041476,4.0,2.0,4.0,521.0,,,Glenwood Durban,-29.8638889,30.9877778
3267,3267,3267,109095343,Overport,unknown,1830000.0,3 Bedroom House,Jazmax - Head Office,/for-sale/overport/durban/kwazulu-natal/6023/109095343,3.0,2.0,5.0,,,,Overport Durban,-29.837791950000003,30.990248958511735
3268,3268,3268,109253205,Bluff,23 Channel View Road,775000.0,2 Bedroom Apartment,Harcourts Brighton Beach,/for-sale/bluff/durban/kwazulu-natal/12970/109253205,2.0,1.0,1.0,80.0,,,23 Channel View Road Durban,-29.8982713,31.0296962
3269,3269,3269,107278870,Merewent,57 Rawalpindi Road,1030000.0,3 Bedroom House,Wakefields Estate Agents Bluff,/for-sale/merewent/durban/kwazulu-natal/6156/107278870,3.0,1.0,,,344.0,,57 Rawalpindi Road Durban,-29.9499224,30.9654817
3270,3270,3270,108793278,Musgrave,unknown,,30 Bedroom Apartment,Campbell Property Group,/for-sale/musgrave/durban/kwazulu-natal/6166/108793278,30.0,28.5,,145.0,,,Musgrave Durban,-29.8488889,30.9961111
3271,3271,3271,108858200,Point Waterfront,unknown,3995000.0,3 Bedroom Townhouse,Chas Everitt Durban Central,/for-sale/point-waterfront/durban/kwazulu-natal/6024/108858200,3.0,2.5,2.0,225.0,,,Point Waterfront Durban,-29.861825,31.009909
3272,3272,3272,107820911,Bluff,44 Netford Road,3895000.0,4 Bedroom Townhouse,Jawitz Bluff,/for-sale/bluff/durban/kwazulu-natal/12970/107820911,4.0,3.0,2.0,303.0,,,44 Netford Road Durban,-29.9143896,31.0279051
3273,3273,3273,109004274,Durban Central,unknown,320000.0,0.5 Bedroom Apartment,RE/MAX Address - Berea,/for-sale/durban-central/durban/kwazulu-natal/5992/109004274,0.5,1.0,,50.0,,,Durban Central Durban,-29.8574209,31.02222775321959
3274,3274,3274,108406543,Kenville,448 Park Station Road,1600000.0,3 Bedroom House,Harcourts Synergy,/for-sale/kenville/durban/kwazulu-natal/6092/108406543,3.0,2.0,4.0,,1130.0,,448 Park Station Road Durban,-29.7873308,31.0196158
3275,3275,3275,108112113,Bluff,23 Channel View Road,775000.0,2 Bedroom Apartment,Harcourts Brighton Beach,/for-sale/bluff/durban/kwazulu-natal/12970/108112113,2.0,1.0,1.0,80.0,,,23 Channel View Road Durban,-29.8982713,31.0296962
3276,3276,3276,104612777,North Beach,unknown,1380000.0,Apartment,Wakefields Beach,/for-sale/north-beach/durban/kwazulu-natal/6022/104612777,,1.5,,62.0,,,North Beach Durban,-29.846709099999998,31.035285842256584
3277,3277,3277,108449848,Sea View,25 Malton Road,990000.0,3 Bedroom Apartment,Fengari Properties,/for-sale/sea-view/durban/kwazulu-natal/6255/108449848,3.0,2.0,3.0,135.0,,,25 Malton Road Durban,-29.8988905,30.9722635
3278,3278,3278,108881518,Musgrave,unknown,1600000.0,1 Bedroom Apartment,Tyson Properties Morningside Office,/for-sale/musgrave/durban/kwazulu-natal/6166/108881518,1.0,1.0,1.0,,,,Musgrave Durban,-29.8488889,30.9961111
3279,3279,3279,108799737,New Dawn Park,unknown,960000.0,3 Bedroom Townhouse,Wakefields Estate Agents Phoenix,/for-sale/new-dawn-park/durban/kwazulu-natal/6099/108799737,3.0,2.0,,,14195.0,,New Dawn Park Durban,-29.7855635,30.9833808
3280,3280,3280,108929777,Windermere,unknown,1785000.0,Commercial Property,Kopp Commercial,/for-sale/windermere/durban/kwazulu-natal/6033/108929777,,,,148.0,,,Windermere Durban,-29.83273115,31.017483106825047
3281,3281,3281,108473444,Mount Vernon,12 Ibsen Road,1640000.0,4 Bedroom House,Wakefields Estate Agents Malvern,/for-sale/mount-vernon/durban/kwazulu-natal/6253/108473444,4.0,2.5,2.0,,1031.0,,12 Ibsen Road Durban,-29.8974411,30.9302181
3282,3282,3282,109022017,Ntuzuma,unknown,460000.0,2 Bedroom House,RE/MAX Tricolor - Pinetown,/for-sale/ntuzuma/durban/kwazulu-natal/7648/109022017,2.0,1.0,,,,,Ntuzuma Durban,,
3283,3283,3283,107983739,Bluff,32 Silvertree Road,1200000.0,3 Bedroom House,Acutts Bluff,/for-sale/bluff/durban/kwazulu-natal/12970/107983739,3.0,1.0,,,338.0,,32 Silvertree Road Durban,-29.9450792,30.9730697
3284,3284,3284,108640461,Glenwood,480 Esther Roberts Road,350000.0,1 Bedroom Apartment,Fengari Properties,/for-sale/glenwood/durban/kwazulu-natal/6034/108640461,1.0,1.0,1.0,57.0,,,480 Esther Roberts Road Durban,-29.8648062,30.9980953
3285,3285,3285,107901366,North Beach,263 O.r Tambo Parade,2400000.0,2 Bedroom Apartment,Wakefields Beach,/for-sale/north-beach/durban/kwazulu-natal/6022/107901366,2.0,2.0,1.0,77.0,,,263 O.r Tambo Parade Durban,-29.8527146,31.0382689
3286,3286,3286,108921032,South Beach,unknown,515000.0,2 Bedroom House,Chas Everitt Durban South,/for-sale/south-beach/durban/kwazulu-natal/6027/108921032,2.0,1.0,,82.0,,,South Beach Durban,-29.862027400000002,31.037410200593246
3287,3287,3287,108901373,North Beach,unknown,1195000.0,2 Bedroom Apartment,RE/MAX Address - Berea,/for-sale/north-beach/durban/kwazulu-natal/6022/108901373,2.0,1.0,1.0,,,,North Beach Durban,-29.846709099999998,31.035285842256584
3288,3288,3288,108888295,Mount Vernon,unknown,1430000.0,3 Bedroom House,unknown,/for-sale/mount-vernon/durban/kwazulu-natal/6253/108888295,3.0,2.0,4.0,,1940.0,,Mount Vernon Durban,-29.8966667,30.9375
3289,3289,3289,108577638,Morningside,2 Kilmarnock Place,3995000.0,4 Bedroom House,Acutts Berea,/for-sale/morningside/durban/kwazulu-natal/6021/108577638,4.0,4.0,6.0,,,,2 Kilmarnock Place Durban,-29.8275526,31.0052076
3290,3290,3290,107861616,South Beach,39 Prince Street,690000.0,2 Bedroom Apartment,Pam Golding Properties - Durban,/for-sale/south-beach/durban/kwazulu-natal/6027/107861616,2.0,1.0,,82.0,,,39 Prince Street Durban,-29.8660044,31.0423929
3291,3291,3291,108336262,Kenville,3 Drury Road,1900000.0,8 Bedroom Townhouse,Property.CoZa - Berea,/for-sale/kenville/durban/kwazulu-natal/6092/108336262,8.0,3.0,3.0,,997.0,,3 Drury Road Durban,-29.7891414,31.0038562
3292,3292,3292,107774819,Point Waterfront,27 Timeball Boulevard,2700000.0,2 Bedroom Apartment,Pam Golding Properties - Durban,/for-sale/point-waterfront/durban/kwazulu-natal/6024/107774819,2.0,2.0,2.0,141.0,,,27 Timeball Boulevard Durban,-29.8702718,31.0475393
3293,3293,3293,109110917,Windermere,unknown,1785000.0,Commercial Property,Kopp Commercial,/for-sale/windermere/durban/kwazulu-natal/6033/109110917,,,,148.0,,,Windermere Durban,-29.83273115,31.017483106825047
3294,3294,3294,108853153,Newlands West,unknown,795000.0,3 Bedroom House,Jazmax Newlands,/for-sale/newlands-west/durban/kwazulu-natal/6133/108853153,3.0,1.0,3.0,,325.0,,Newlands West Durban,-29.7783333,30.9608333
3295,3295,3295,108807919,Austerville,unknown,1400000.0,5 Bedroom House,Rawson Properties Durban Bluff,/for-sale/austerville/durban/kwazulu-natal/6142/108807919,5.0,3.0,,,338.0,,Austerville Durban,-29.9452778,30.9808333
3296,3296,3296,108835006,Reservoir Hills,unknown,1800000.0,9 Bedroom House,Wakefields Estate Agents Berea,/for-sale/reservoir-hills/durban/kwazulu-natal/6192/108835006,9.0,4.0,14.0,,1624.0,,Reservoir Hills Durban,-29.794942,30.9353627
3297,3297,3297,109178839,Durban Central,unknown,299000.0,1 Bedroom House,Idwala Property Group,/for-sale/durban-central/durban/kwazulu-natal/5992/109178839,1.0,1.0,,,611.0,,Durban Central Durban,-29.8574209,31.02222775321959
3298,3298,3298,108949447,Musgrave,unknown,699000.0,Apartment,BIDCORE,/for-sale/musgrave/durban/kwazulu-natal/6166/108949447,,,,,,,Musgrave Durban,-29.8488889,30.9961111
3299,3299,3299,108435108,Musgrave,"9 Les Belles, 128 Bellevue Road",2985000.0,3 Bedroom Apartment,Acutts Berea,/for-sale/musgrave/durban/kwazulu-natal/6166/108435108,3.0,3.0,2.0,313.0,,,"9 Les Belles, 128 Bellevue Road Durban",,
3300,3300,3300,104664100,South Beach,unknown,485000.0,1 Bedroom Apartment,Wakefields Beach,/for-sale/south-beach/durban/kwazulu-natal/6027/104664100,1.0,1.0,1.0,60.0,,,South Beach Durban,-29.862027400000002,31.037410200593246
3301,3301,3301,105656979,South Beach,unknown,680000.0,3 Bedroom Apartment,Wakefields Beach,/for-sale/south-beach/durban/kwazulu-natal/6027/105656979,3.0,2.0,1.0,130.0,,,South Beach Durban,-29.862027400000002,31.037410200593246
3302,3302,3302,109032662,Sherwood,6 Garbutt Road,1080000.0,4 Bedroom House,ERA Durban,/for-sale/sherwood/durban/kwazulu-natal/6194/109032662,4.0,2.0,2.0,,760.0,,6 Garbutt Road Durban,-29.834164,30.9737838
3303,3303,3303,108548945,Bluff,851 Bluff Road,2500000.0,8 Bedroom House,Harcourts Brighton Beach,/for-sale/bluff/durban/kwazulu-natal/12970/108548945,8.0,4.0,10.0,,978.0,,851 Bluff Road Durban,-29.9131435,31.0092732
3304,3304,3304,108854106,Newlands West,unknown,930000.0,4 Bedroom House,Jazmax Newlands,/for-sale/newlands-west/durban/kwazulu-natal/6133/108854106,4.0,1.0,4.0,,960.0,,Newlands West Durban,-29.7783333,30.9608333
3305,3305,3305,108571372,Musgrave,unknown,1290000.0,1.5 Bedroom Apartment,RE/MAX Address - Berea,/for-sale/musgrave/durban/kwazulu-natal/6166/108571372,1.5,1.0,1.0,124.0,,,Musgrave Durban,-29.8488889,30.9961111
3306,3306,3306,108446204,Sherwood,"Strawberry Fileds, 144 Wattle Grove",1695000.0,3 Bedroom Townhouse,RE/MAX Tricolor - Westville,/for-sale/sherwood/durban/kwazulu-natal/6194/108446204,3.0,2.0,2.0,127.0,,,"Strawberry Fileds, 144 Wattle Grove Durban",,
3307,3307,3307,109174424,Durban Central,unknown,7500000.0,Commercial Property,Proprop - Durban,/for-sale/durban-central/durban/kwazulu-natal/5992/109174424,,,,162.0,,,Durban Central Durban,-29.8574209,31.02222775321959
3308,3308,3308,108811639,Jacobs,unknown,7950000.0,Industrial Property,Rawson Properties Durban Bluff,/for-sale/jacobs/durban/kwazulu-natal/6151/108811639,,,,1600.0,,,Jacobs Durban,-29.9263889,30.9866667
3309,3309,3309,108811854,Riverhorse Valley,unknown,,Commercial Property,Kopp Commercial,/for-sale/riverhorse-valley/durban/kwazulu-natal/11690/108811854,,,,8856.0,,,Riverhorse Valley Durban,-29.7802334,30.9869331
3310,3310,3310,108921632,Durban Central,unknown,360000.0,1 Bedroom Apartment,Harcourts Equity,/for-sale/durban-central/durban/kwazulu-natal/5992/108921632,1.0,1.0,,49.0,,,Durban Central Durban,-29.8574209,31.02222775321959
3311,3311,3311,109077131,Musgrave,"9 Les Belles, 128 Bellevue Road",2985000.0,3 Bedroom Apartment,Acutts Berea,/for-sale/musgrave/durban/kwazulu-natal/6166/109077131,3.0,3.0,2.0,313.0,,,"9 Les Belles, 128 Bellevue Road Durban",,
3312,3312,3312,107890958,Morningside,unknown,3295000.0,2 Bedroom Townhouse,unknown,/for-sale/morningside/durban/kwazulu-natal/6021/107890958,2.0,2.0,2.0,228.0,,,Morningside Durban,-29.8183613,31.0180771
3313,3313,3313,108890826,Durban Central,unknown,500000.0,2 Bedroom Apartment,Idwala Property Group,/for-sale/durban-central/durban/kwazulu-natal/5992/108890826,2.0,1.0,,67.0,,,Durban Central Durban,-29.8574209,31.02222775321959
3314,3314,3314,108996010,Westridge,unknown,680000.0,2 Bedroom Apartment,unknown,/for-sale/westridge/durban/kwazulu-natal/6202/108996010,2.0,1.0,2.0,,,,Westridge Durban,-29.8558333,30.9877778
3315,3315,3315,108715082,Morningside,unknown,1255000.0,2 Bedroom Apartment,unknown,/for-sale/morningside/durban/kwazulu-natal/6021/108715082,2.0,1.0,1.0,69.0,,,Morningside Durban,-29.8183613,31.0180771
3316,3316,3316,109026295,Glenwood,unknown,799000.0,1.5 Bedroom Apartment,Tyson Properties Morningside Office,/for-sale/glenwood/durban/kwazulu-natal/6034/109026295,1.5,1.0,1.0,87.0,,,Glenwood Durban,-29.8638889,30.9877778
3317,3317,3317,108721401,North Beach,unknown,995000.0,1 Bedroom Apartment,RE/MAX Address - Berea,/for-sale/north-beach/durban/kwazulu-natal/6022/108721401,1.0,1.0,,,,,North Beach Durban,-29.846709099999998,31.035285842256584
3318,3318,3318,108842329,North Beach,unknown,950000.0,1 Bedroom Apartment,Prime Property Musgrave,/for-sale/north-beach/durban/kwazulu-natal/6022/108842329,1.0,1.0,,50.0,,,North Beach Durban,-29.846709099999998,31.035285842256584
3319,3319,3319,107822875,Morningside,21 Bemersyde,5500000.0,4 Bedroom House,Seeff Berea,/for-sale/morningside/durban/kwazulu-natal/6021/107822875,4.0,4.0,4.0,,517.0,,21 Bemersyde Durban,-29.8278032,31.0073192
3320,3320,3320,109255714,Glenwood,unknown,11500000.0,Commercial Property,Rawson Properties Gillitts,/for-sale/glenwood/durban/kwazulu-natal/6034/109255714,,,,,,,Glenwood Durban,-29.8638889,30.9877778
3321,3321,3321,106952452,Durban Central,unknown,2500000.0,Commercial Property,Wakefields Estate Agents C and I,/for-sale/durban-central/durban/kwazulu-natal/5992/106952452,,,,334.0,,,Durban Central Durban,-29.8574209,31.02222775321959
3322,3322,3322,108718669,Essenwood,unknown,1275000.0,2.5 Bedroom Apartment,Prime Property Musgrave,/for-sale/essenwood/durban/kwazulu-natal/6165/108718669,2.5,1.5,1.0,74.0,,,Essenwood Durban,-29.8369444,31.0130556
3323,3323,3323,108881364,Bluff,unknown,7500000.0,Vacant Land,Property.CoZa - Berea,/for-sale/bluff/durban/kwazulu-natal/12970/108881364,,,,,2900.0,,Bluff Durban,-29.920544,30.9941939
3324,3324,3324,108917190,Morningside,unknown,2499000.0,4 Bedroom House,RE/MAX Address - Berea,/for-sale/morningside/durban/kwazulu-natal/6021/108917190,4.0,2.0,,,643.0,,Morningside Durban,-29.8183613,31.0180771
3325,3325,3325,109257084,Newlands East,unknown,685000.0,3 Bedroom House,Chas Everitt Durban South,/for-sale/newlands-east/durban/kwazulu-natal/6132/109257084,3.0,1.0,,,245.0,,Newlands East Durban,-29.7783333,30.9608333
3326,3326,3326,108680119,Musgrave,unknown,1895000.0,2 Bedroom Apartment,Property.CoZa - Berea,/for-sale/musgrave/durban/kwazulu-natal/6166/108680119,2.0,1.0,,100.0,,,Musgrave Durban,-29.8488889,30.9961111
3327,3327,3327,108890893,Windermere,unknown,1429000.0,2 Bedroom Apartment,Tyson Properties Morningside Office,/for-sale/windermere/durban/kwazulu-natal/6033/108890893,2.0,1.0,5.0,,,,Windermere Durban,-29.83273115,31.017483106825047
3328,3328,3328,108346819,Musgrave,66 Musgrave Road,850000.0,2 Bedroom Apartment,Property.CoZa - Berea,/for-sale/musgrave/durban/kwazulu-natal/6166/108346819,2.0,1.0,1.0,102.0,,,66 Musgrave Road Durban,-29.8492096,31.0000675
3329,3329,3329,107200639,Esplanade,101 Victoria Embankment Avenue,735000.0,1 Bedroom Apartment,Pam Golding Properties - Durban,/for-sale/esplanade/durban/kwazulu-natal/6010/107200639,1.0,1.0,1.0,62.0,,,101 Victoria Embankment Avenue Durban,-29.8608519,31.0328484
3330,3330,3330,108005454,Esplanade,20 Victoria Embankment Avenue,445000.0,1 Bedroom Apartment,Pam Golding Properties - Durban,/for-sale/esplanade/durban/kwazulu-natal/6010/108005454,1.0,1.0,,74.0,,,20 Victoria Embankment Avenue Durban,-29.8608519,31.0328484
3331,3331,3331,108972638,Newlands East,unknown,685000.0,3 Bedroom House,Chas Everitt Durban South,/for-sale/newlands-east/durban/kwazulu-natal/6132/108972638,3.0,1.0,,,245.0,,Newlands East Durban,-29.7783333,30.9608333
3332,3332,3332,108872952,Musgrave,unknown,6450000.0,3 Bedroom House,Tyson Properties Morningside Office,/for-sale/musgrave/durban/kwazulu-natal/6166/108872952,3.0,3.5,2.0,,1216.0,,Musgrave Durban,-29.8488889,30.9961111
3333,3333,3333,108999336,Newlands East,unknown,595000.0,3 Bedroom House,Liger Property Group,/for-sale/newlands-east/durban/kwazulu-natal/6132/108999336,3.0,1.0,2.0,,195.0,,Newlands East Durban,-29.7783333,30.9608333
3334,3334,3334,108931961,Windermere,"Windermere Centre, 163 Lilian Ngoyi Road",850000.0,1 Bedroom Apartment,RE/MAX Address - Berea,/for-sale/windermere/durban/kwazulu-natal/6033/108931961,1.0,1.0,1.0,59.0,,,"Windermere Centre, 163 Lilian Ngoyi Road Durban",,
3335,3335,3335,108531081,Bulwer,20 Helen Joseph Road,625000.0,2 Bedroom Apartment,Chas Everitt Durban South,/for-sale/bulwer/durban/kwazulu-natal/5969/108531081,2.0,1.5,1.0,58.0,,,20 Helen Joseph Road Durban,-29.8621974,31.0013044
3336,3336,3336,108155514,Glenwood,unknown,1100000.0,2 Bedroom Apartment,Tyson Properties Morningside Office,/for-sale/glenwood/durban/kwazulu-natal/6034/108155514,2.0,1.0,1.0,84.0,,,Glenwood Durban,-29.8638889,30.9877778
3337,3337,3337,108822446,Glenwood,unknown,1900000.0,3 Bedroom House,Wakefields Estate Agents Berea,/for-sale/glenwood/durban/kwazulu-natal/6034/108822446,3.0,1.0,6.0,,595.0,,Glenwood Durban,-29.8638889,30.9877778
3338,3338,3338,108856659,Grosvenor,unknown,1750000.0,2 Bedroom Apartment,Harcourts Brighton Beach,/for-sale/grosvenor/durban/kwazulu-natal/6148/108856659,2.0,1.0,1.0,243.0,,,Grosvenor Durban,-29.915,31.0069444
3339,3339,3339,108861448,Umbilo,unknown,3150000.0,5 Bedroom House,Chas Everitt Durban South,/for-sale/umbilo/durban/kwazulu-natal/6029/108861448,5.0,3.0,8.0,,847.0,,Umbilo Durban,-29.8905556,30.9777778
3340,3340,3340,108541511,North Beach,199 O R Tambo Parade,1250000.0,1 Bedroom Apartment,Rawson Properties Durban City,/for-sale/north-beach/durban/kwazulu-natal/6022/108541511,1.0,1.0,,,,,199 O R Tambo Parade Durban,-29.8527146,31.0382689
3341,3341,3341,108848982,Newlands West,unknown,870000.0,4 Bedroom House,Jazmax Newlands,/for-sale/newlands-west/durban/kwazulu-natal/6133/108848982,4.0,2.0,2.0,,240.0,,Newlands West Durban,-29.7783333,30.9608333
