,Listing_id,Location,Address,Price,Title,Agent,Url,Bedrooms,Bathrooms,Parking Spaces,Floor Size,Erf Size,Gross Lettable Area
0,109326177,North Beach,unknown,1200000,2 Bedroom Apartment,Property.CoZa - Berea,/for-sale/north-beach/durban/kwazulu-natal/6022/109326177,2,2,1,57 m²,,
1,109326170,Durban Central,unknown,695000,1 Bedroom Apartment,Harcourts Equity,/for-sale/durban-central/durban/kwazulu-natal/5992/109326170,1,1,,73 m²,,
2,109326169,Glenwood,11 Sycamore Street Glenwood,780000,2 Bedroom Apartment,RE/MAX Address - Berea,/for-sale/glenwood/durban/kwazulu-natal/6034/109326169,2,1,1,91 m²,,
3,109157205,Westridge,450 Queen Elizabeth Avenue,970000,2 Bedroom Apartment,Rawson Properties Berea,/for-sale/westridge/durban/kwazulu-natal/6202/109157205,2,1,2,70 m²,,
4,109326167,North Beach,unknown,2350000,3 Bedroom Apartment,unknown,/for-sale/north-beach/durban/kwazulu-natal/6022/109326167,3,2,1,,,
5,109325920,Morningside,40 10th Ave,900000,2 Bedroom Apartment,unknown,/for-sale/morningside/durban/kwazulu-natal/6021/109325920,2,1,1,59 m²,,
6,109325891,Point Waterfront,unknown,2566800,3 Bedroom Apartment,Prime Property Umhlanga,/for-sale/point-waterfront/durban/kwazulu-natal/6024/109325891,3,2,2,94 m²,,
7,109325885,Morningside,unknown,2190000,3.5 Bedroom House,Sam Harwood Property,/for-sale/morningside/durban/kwazulu-natal/6021/109325885,3.5,2,3,,696 m²,
8,109319612,Reservoir Hills,93 Chiltern Drive,830000,3 Bedroom Apartment,Harcourts Pulse,/for-sale/reservoir-hills/durban/kwazulu-natal/6192/109319612,3,2,3,103 m²,,
9,109299306,Bluff,60 Dunville Road,1850000,4 Bedroom House,Wakefields Estate Agents Bluff,/for-sale/bluff/durban/kwazulu-natal/12970/109299306,4,2,2,,1 013 m²,
10,109324093,Congella,88 Blake Road,5500000,Commercial Property,Swindon Property - Durban,/for-sale/congella/durban/kwazulu-natal/6045/109324093,,,,1 050 m²,,
11,109323904,Clare Hills,7 Alpaca Place,1270000,4 Bedroom House,Leadhome,/for-sale/clare-hills/durban/kwazulu-natal/6186/109323904,4,2,2,,650 m²,
12,109324030,Glenwood,37 Cromwell Road,980000,2 Bedroom Apartment,Tyson Properties Glenwood,/for-sale/glenwood/durban/kwazulu-natal/6034/109324030,2,1,1,110 m²,,
13,109325340,Musgrave,15 Rothesay Pl,1695000,2 Bedroom Apartment,unknown,/for-sale/musgrave/durban/kwazulu-natal/6166/109325340,2,1,2,131 m²,,
14,109095270,Essenwood,unknown,2520000,3 Bedroom Apartment,Tyson Properties Morningside Office,/for-sale/essenwood/durban/kwazulu-natal/6165/109095270,3,3.5,2,230 m²,,
15,109316594,Westridge,450 Queen Elizabeth Avenue,970000,2 Bedroom Apartment,Rawson Properties Berea,/for-sale/westridge/durban/kwazulu-natal/6202/109316594,2,1,2,70 m²,,
16,109315484,Windermere,1 Peace Avenue,795000,2 Bedroom Apartment,Pam Golding Properties - Durban,/for-sale/windermere/durban/kwazulu-natal/6033/109315484,2,1,1,58 m²,,
17,109323896,Glenwood,7 Woodburn Place,675000,1.5 Bedroom Apartment,Tyson Properties Glenwood,/for-sale/glenwood/durban/kwazulu-natal/6034/109323896,1.5,1,1,80 m²,,
18,109324826,Durban Central,"29 Ss Chelsea Court, 67 Victoria Embankment Avenue",415000,2 Bedroom Apartment,RE/MAX Advance - Bluff,/for-sale/durban-central/durban/kwazulu-natal/5992/109324826,2,1,,62 m²,,
19,109314307,Morningside,724 Stephen Dlamini Road,3100000,2 Bedroom Apartment,Rawson Properties Berea,/for-sale/morningside/durban/kwazulu-natal/6021/109314307,2,2,2,124 m²,,
20,109314272,North Beach,91 Somtseu Road,2495000,5 Bedroom Apartment,Rawson Properties Durban City,/for-sale/north-beach/durban/kwazulu-natal/6022/109314272,5,3.5,4,171 m²,,
21,109318406,Durban Central,9 Dorothy Nyembe Street,55000000,Commercial Property,Rawson Properties Berea,/for-sale/durban-central/durban/kwazulu-natal/5992/109318406,,,,5 204 m²,,
22,109268372,Musgrave,188 Silverton Road,6495000,5 Bedroom Townhouse,Rawson Properties Berea,/for-sale/musgrave/durban/kwazulu-natal/6166/109268372,5,5,4,,926 m²,
23,109322982,Morningside,205 Sutton Crescent,650000,1 Bedroom Apartment,Harcourts Equity,/for-sale/morningside/durban/kwazulu-natal/6021/109322982,1,1,2,46 m²,,
24,109312252,Morningside,32 Haden Road,795000,1 Bedroom Apartment,Tyson Properties Morningside Office,/for-sale/morningside/durban/kwazulu-natal/6021/109312252,1,1,1,78 m²,,
25,109258541,Congella,109 Sydney Road,9600000,Industrial Property,Cornerstone Property Partners,/for-sale/congella/durban/kwazulu-natal/6045/109258541,,,,1 344 m²,,
26,109313933,Durban Central,15 Joe Slovo Street,77000000,Commercial Property,Rawson Properties Berea,/for-sale/durban-central/durban/kwazulu-natal/5992/109313933,,,,1 419 m²,,
27,109301842,Bluff,123 Thompson Road,1085000,2 Bedroom Apartment,Chas Everitt Durban South,/for-sale/bluff/durban/kwazulu-natal/12970/109301842,2,2,1,66 m²,,
28,109303589,Morningside,83 Clarence Road,710000,1.5 Bedroom Apartment,Tyson Properties Morningside Office,/for-sale/morningside/durban/kwazulu-natal/6021/109303589,1.5,1,1,54 m²,,
29,109256391,Essenwood,300 Problem Mkhize Road,1100000,2 Bedroom Apartment,Rawson Properties Berea,/for-sale/essenwood/durban/kwazulu-natal/6165/109256391,2,1,2,73 m²,,
30,109318953,Glenwood,131 Bath Road,670000,1.5 Bedroom Apartment,Wakefields Estate Agents Berea,/for-sale/glenwood/durban/kwazulu-natal/6034/109318953,1.5,1,,69 m²,,
31,109320758,Jacobs,168-172 Voortrekker Road,11000000,Industrial Property,Deal Core,/for-sale/jacobs/durban/kwazulu-natal/6151/109320758,,,,1 864 m²,,
32,109325005,Musgrave,139 Stephan Dlamini Road,3990000,Commercial Property,Seeff Umhlanga,/for-sale/musgrave/durban/kwazulu-natal/6166/109325005,,,,,,200 m²
33,109296838,Durban Central,20 Victoria Embankment Avenue,380000,1 Bedroom Apartment,Harcourts Equity,/for-sale/durban-central/durban/kwazulu-natal/5992/109296838,1,1,,54 m²,,
34,109249828,Bluff,201 Marine Drive,1195000,2 Bedroom Townhouse,Acutts Bluff,/for-sale/bluff/durban/kwazulu-natal/12970/109249828,2,3,2,124 m²,,
35,109017748,South Beach,130 Gillespie St,255000,Apartment,unknown,/for-sale/south-beach/durban/kwazulu-natal/6027/109017748,,,,48 m²,,
36,109296154,Bulwer,195 Che Guevara Road,1200000,4 Bedroom Apartment,Rawson Properties Berea,/for-sale/bulwer/durban/kwazulu-natal/5969/109296154,4,1,1,92 m²,,
37,109291149,Essenwood,24 Norfolk Rd,1650000,Apartment,unknown,/for-sale/essenwood/durban/kwazulu-natal/6165/109291149,,,,113 m²,,
38,109291148,Essenwood,24 Norfolk Rd,1450000,Apartment,unknown,/for-sale/essenwood/durban/kwazulu-natal/6165/109291148,,,,98 m²,,
39,109315550,Glenwood,121 Brand Road,2650000,Commercial Property,Tyson Properties Glenwood,/for-sale/glenwood/durban/kwazulu-natal/6034/109315550,,,,219 m²,,
40,109291147,South Beach,55 Dr Langalibalele Dube St,215000,Apartment,unknown,/for-sale/south-beach/durban/kwazulu-natal/6027/109291147,,,,40 m²,,
41,109262641,South Beach,130 Gillespie St,255000,Apartment,unknown,/for-sale/south-beach/durban/kwazulu-natal/6027/109262641,,,,48 m²,,
42,109315409,Musgrave,143 Bellevue Road,4500000,5 Bedroom House,Leadhome,/for-sale/musgrave/durban/kwazulu-natal/6166/109315409,5,4,2,,704 m²,
43,109320733,Ocean View,115 Maxwell Avenue,3200000,4 Bedroom House,Property.CoZa - Berea,/for-sale/ocean-view/durban/kwazulu-natal/6158/109320733,4,4,7,,965 m²,
44,109299160,South Beach,15 O.r. Tambo Parade,995000,1.5 Bedroom Apartment,Fengari Properties,/for-sale/south-beach/durban/kwazulu-natal/6027/109299160,1.5,1,,73 m²,,
45,109290300,Glenwood,9 Newton Place,750000,2 Bedroom Apartment,Tyson Properties Glenwood,/for-sale/glenwood/durban/kwazulu-natal/6034/109290300,2,1,2,85 m²,,
46,109315603,Montclair,16 Down Avenue,5200000,12 Bedroom House,RE/MAX Advance - Bluff,/for-sale/montclair/durban/kwazulu-natal/6040/109315603,12,6,12,,877 m²,
47,109285310,North Beach,143 Snell Parade,749000,1 Bedroom Apartment,Harcourts Equity,/for-sale/north-beach/durban/kwazulu-natal/6022/109285310,1,1,,50 m²,,
48,109299191,Bluff,6 Ethelvale Road,1650000,3.5 Bedroom House,Wakefields Estate Agents Bluff,/for-sale/bluff/durban/kwazulu-natal/12970/109299191,3.5,2,,,1 082 m²,
49,109232070,Newlands West,48 Briardale Drive,980000,3 Bedroom House,Pam Golding Properties - uMhlanga,/for-sale/newlands-west/durban/kwazulu-natal/6133/109232070,3,1,,,413 m²,
50,109321640,Glenwood,10 Maze Road,1950000,3 Bedroom House,Tyson Properties Morningside Office,/for-sale/glenwood/durban/kwazulu-natal/6034/109321640,3,2,2,,726 m²,
51,109282951,Morningside,732 Essenwood Road,2999000,2 Bedroom Apartment,Rawson Properties Berea,/for-sale/morningside/durban/kwazulu-natal/6021/109282951,2,2,2,146 m²,,
52,109294268,Glenmore,118 Bowen Avenue,POA,4 Bedroom House,Matrix Auctions,/for-sale/glenmore/durban/kwazulu-natal/10787/109294268,4,2,4,,967 m²,
53,109279617,Glenwood,67 Cromwell Road,590000,1.5 Bedroom Apartment,Wakefields Estate Agents Berea,/for-sale/glenwood/durban/kwazulu-natal/6034/109279617,1.5,1,1,70 m²,,
54,108473234,Glenwood,241 Clark Road,695000,1.5 Bedroom Apartment,Wakefields Estate Agents Berea,/for-sale/glenwood/durban/kwazulu-natal/6034/108473234,1.5,1,1,85 m²,,
55,109307289,Austerville,39 Thorn Road,1350000,3 Bedroom House,Wakefields Estate Agents Bluff,/for-sale/austerville/durban/kwazulu-natal/6142/109307289,3,2,3,,717 m²,
56,109276482,Musgrave,117 Stephen Dlamini Road,POA,Commercial Property,Ian Wyles Auctioneers,/for-sale/musgrave/durban/kwazulu-natal/6166/109276482,,,,689 m²,,
57,109281369,Musgrave,323 Currie Road,825000,1 Bedroom Apartment,Pam Golding Properties - Durban,/for-sale/musgrave/durban/kwazulu-natal/6166/109281369,1,1,,65 m²,,
58,109282696,Sea View,29 Malton Road,790000,2 Bedroom Apartment,Rawson Properties Berea,/for-sale/sea-view/durban/kwazulu-natal/6255/109282696,2,1,1,69 m²,,
59,109279133,Merebank East,23 Raj Mahal Road,1950000,4 Bedroom House,Wakefields Estate Agents Bluff,/for-sale/merebank-east/durban/kwazulu-natal/17840/109279133,4,3,1,,346 m²,
60,109273413,Glenwood,67 Cromwell Road,590000,1.5 Bedroom Apartment,Wakefields Estate Agents Berea,/for-sale/glenwood/durban/kwazulu-natal/6034/109273413,1.5,1,1,70 m²,,
61,109303159,Cato Manor,99 Sunderland Road,625000,Vacant Land,Tyson Properties Westville & Pinetown,/for-sale/cato-manor/durban/kwazulu-natal/6184/109303159,,,,,679 m²,
62,109321493,Glenwood,110 Sir Duncan Road,3500000,5 Bedroom House,Blueprint Realty,/for-sale/glenwood/durban/kwazulu-natal/6034/109321493,5,3,5,,1 210 m²,
63,109316343,Glenmore,15 Philamere Avenue,2599000,5 Bedroom House,RE/MAX Advance - Bluff,/for-sale/glenmore/durban/kwazulu-natal/10787/109316343,5,3,6,,1 151 m²,
64,107254876,Morningside,457 Innes Road,1295000,1 Bedroom Apartment,Wakefields Estate Agents Berea,/for-sale/morningside/durban/kwazulu-natal/6021/107254876,1,1.5,2,81 m²,,
65,109320324,South Beach,19 Prince Street,660000,2 Bedroom Apartment,Burmain Properties,/for-sale/south-beach/durban/kwazulu-natal/6027/109320324,2,1,1,74 m²,,
66,109291585,Musgrave,37 Silverton Road,790000,1 Bedroom Apartment,Rawson Properties Berea,/for-sale/musgrave/durban/kwazulu-natal/6166/109291585,1,1,1,76 m²,,
67,109305434,Essenwood,161 Riley Road,750000,2 Bedroom Apartment,Wakefields Estate Agents Berea,/for-sale/essenwood/durban/kwazulu-natal/6165/109305434,2,1,1,85 m²,,
68,109291722,Umbilo,4 Prospect Road,470000,1 Bedroom Apartment,Wakefields Estate Agents Berea,/for-sale/umbilo/durban/kwazulu-natal/6029/109291722,1,1,,67 m²,,
69,109293526,Essenwood,"1 Mount Carmel, 631 Peter Mokaba Ridge Road",1099000,2 Bedroom Apartment,Soukop Property Group - Morningside,/for-sale/essenwood/durban/kwazulu-natal/6165/109293526,2,1.5,2,60 m²,,
70,109316478,North Beach,23 Sol Harris Crescent,670000,1 Bedroom Apartment,RE/MAX Panache - La Lucia,/for-sale/north-beach/durban/kwazulu-natal/6022/109316478,1,1,,64 m²,,
71,109019429,North Beach,23 Sol Harris Crescent,670000,1 Bedroom Apartment,RE/MAX Panache - La Lucia,/for-sale/north-beach/durban/kwazulu-natal/6022/109019429,1,1,,64 m²,,
72,109313197,South Beach,71 Gillespie Street,325000,1 Bedroom Apartment,Rawson Properties Durban City,/for-sale/south-beach/durban/kwazulu-natal/6027/109313197,1,1,1,49 m²,,
73,109271033,Glenwood,89 J.b. Marks Rd,845000,1.5 Bedroom Apartment,unknown,/for-sale/glenwood/durban/kwazulu-natal/6034/109271033,1.5,1,2,84 m²,,
74,109311983,Musgrave,93 Currie Road,1590000,2 Bedroom Townhouse,Sam Harwood Property,/for-sale/musgrave/durban/kwazulu-natal/6166/109311983,2,1,3,116 m²,,
75,109291853,South Beach,97 O.r. Tambo Parade,1395000,2 Bedroom Apartment,Rawson Properties Durban City,/for-sale/south-beach/durban/kwazulu-natal/6027/109291853,2,2,1,3 138 m²,,
76,109257452,Hillary,1 Oldfield Place,1350000,3 Bedroom House,Wakefields Estate Agents Malvern,/for-sale/hillary/durban/kwazulu-natal/6251/109257452,3,2,2,,941 m²,
77,108783451,Glenwood,unknown,2195000,3 Bedroom House,Harcourts Equity,/for-sale/glenwood/durban/kwazulu-natal/6034/108783451,3,2,3,680 m²,,
78,109268702,Durban Central,186 Victoria Embankment,540000,1 Bedroom Apartment,Rawson Properties Durban City,/for-sale/durban-central/durban/kwazulu-natal/5992/109268702,1,1,2,72 m²,,
79,109272967,Sydenham,19 Lavery Crescent,1630000,4 Bedroom House,Property.CoZa - Westville,/for-sale/sydenham/durban/kwazulu-natal/6198/109272967,4,1,1,,677 m²,
80,109296569,Reservoir Hills,29 Richmond Gardens,1500000,5 Bedroom House,Wakefields Estate Agents Westville,/for-sale/reservoir-hills/durban/kwazulu-natal/6192/109296569,5,3,1,,1 415 m²,
81,109264723,Musgrave,194 Stephen Dlamini Road,1855000,3 Bedroom Townhouse,Wakefields Estate Agents Berea,/for-sale/musgrave/durban/kwazulu-natal/6166/109264723,3,2.5,2,144 m²,,
82,109303590,Musgrave,12 Waynes Avenue,999000,2 Bedroom Townhouse,Tyson Properties Morningside Office,/for-sale/musgrave/durban/kwazulu-natal/6166/109303590,2,2.5,2,,171 m²,
83,109260852,Congella,182 Gale Street,POA,Commercial Property,Ian Wyles Auctioneers,/for-sale/congella/durban/kwazulu-natal/6045/109260852,,,,865 m²,,
84,109260649,Riverhorse Valley,21 Riverhorse Close,POA,Commercial Property,Ian Wyles Auctioneers,/for-sale/riverhorse-valley/durban/kwazulu-natal/11690/109260649,,,,2 322 m²,,
85,109317702,Durban Central,unknown,580000,1.5 Bedroom Apartment,"Leapfrog, Durban Central",/for-sale/durban-central/durban/kwazulu-natal/5992/109317702,1.5,1,,67 m²,,
86,109249146,Mount Vernon,50 Woodlands Avenue,1250000,3 Bedroom House,Wakefields Estate Agents Malvern,/for-sale/mount-vernon/durban/kwazulu-natal/6253/109249146,3,2,2,,926 m²,
87,109256215,Musgrave,"8 Ss Corra Lynn, 4 Kilburn Avenue",1170000,2.5 Bedroom Apartment,RE/MAX Address - Berea,/for-sale/musgrave/durban/kwazulu-natal/6166/109256215,2.5,1,1,100 m²,,
88,109255716,Morningside,"5 Ss Two Four Nuttall Gardens, 24 Nuttall Gardens",2495000,3 Bedroom Apartment,RE/MAX Address - Berea,/for-sale/morningside/durban/kwazulu-natal/6021/109255716,3,2.5,2,208 m²,,
89,109213837,Bluff,32 Assembly Road,1995000,3 Bedroom House,Wakefields Estate Agents Bluff,/for-sale/bluff/durban/kwazulu-natal/12970/109213837,3,2,,,983 m²,
90,109212807,Sherwood,144 Wattle Grove,1495000,3 Bedroom Townhouse,Wakefields Estate Agents Westville,/for-sale/sherwood/durban/kwazulu-natal/6194/109212807,3,2,2,127 m²,,
91,109282790,Morningside,unknown,2495000,3 Bedroom Townhouse,Seeff Berea,/for-sale/morningside/durban/kwazulu-natal/6021/109282790,3,2.5,6,,1 245 m²,
92,109232844,Palmiet,unknown,1500000,4 Bedroom House,ERA Durban,/for-sale/palmiet/durban/kwazulu-natal/6185/109232844,4,3,2,,,
93,109279686,Wentworth,84 Amoora Road,375000,2 Bedroom Apartment,Wakefields Estate Agents Bluff,/for-sale/wentworth/durban/kwazulu-natal/6163/109279686,2,1,,57 m²,,
94,109247845,Windermere,101a Innes Road,POA,Commercial Property,Swindon Property - Durban,/for-sale/windermere/durban/kwazulu-natal/6033/109247845,,,,111 m²,,
95,109257173,Durban Central,44 Milne Street,7000000,Commercial Property,Swindon Property - Durban,/for-sale/durban-central/durban/kwazulu-natal/5992/109257173,,,,500 m²,,
96,107345664,Glenwood,15 Stella Grove,1250000,3 Bedroom Townhouse,Wakefields Estate Agents Berea,/for-sale/glenwood/durban/kwazulu-natal/6034/107345664,3,1,1,76 m²,,
97,109271663,Musgrave,90 Oakleigh Drive,1200000,2 Bedroom Townhouse,Rawson Properties Berea,/for-sale/musgrave/durban/kwazulu-natal/6166/109271663,2,1,2,,10 432 m²,
98,109228906,Bluff,205 Moss Road,1780000,4 Bedroom House,Wakefields Estate Agents Bluff,/for-sale/bluff/durban/kwazulu-natal/12970/109228906,4,2,4,,1 381 m²,
99,109217595,Durban Central,unknown,580000,1.5 Bedroom Apartment,"Leapfrog, Durban Central",/for-sale/durban-central/durban/kwazulu-natal/5992/109217595,1.5,1,,67 m²,,
100,109221527,Bulwer,2 Princess Alice Avenue,3599000,5 Bedroom House,Rawson Properties Berea,/for-sale/bulwer/durban/kwazulu-natal/5969/109221527,5,5,2,,921 ha,
101,109306152,Bluff,265 Lighthouse Road,1400000,3.5 Bedroom House,Wakefields Estate Agents Bluff,/for-sale/bluff/durban/kwazulu-natal/12970/109306152,3.5,3,1,,1 381 m²,
102,109285897,Musgrave,32 Jesmond Grove,2295000,3 Bedroom House,Tyson Properties Morningside Office,/for-sale/musgrave/durban/kwazulu-natal/6166/109285897,3,2,7,,709 m²,
103,109245048,Glenwood,368 Esther Roberts Road,1599000,3 Bedroom House,Soukop Property Group - Westville,/for-sale/glenwood/durban/kwazulu-natal/6034/109245048,3,2,3,,522 m²,
104,109289320,Bonela,8 Neptune Crescent,1350000,3 Bedroom Townhouse,Tyson Properties Westville & Pinetown,/for-sale/bonela/durban/kwazulu-natal/6002/109289320,3,2,1,63 m²,,
105,109290428,Morningside,25 Fyfe Road,1300000,3 Bedroom House,Harcourts Equity,/for-sale/morningside/durban/kwazulu-natal/6021/109290428,3,1,5,,723 m²,
106,109214305,Bluff,44 Netford Road,3750000,3 Bedroom Apartment,Wakefields Estate Agents Bluff,/for-sale/bluff/durban/kwazulu-natal/12970/109214305,3,3,1,295 m²,,
107,109266267,Glenwood,203 Helen Joseph Road,695000,1 Bedroom Apartment,Wakefields Estate Agents Berea,/for-sale/glenwood/durban/kwazulu-natal/6034/109266267,1,1,1,54 m²,,
108,109288020,Glenwood,77 Sir Duncan Road,POA,5 Bedroom House,Matrix Auctions,/for-sale/glenwood/durban/kwazulu-natal/6034/109288020,5,5,8,,1 038 m²,
109,109270709,Yellowwood Park,23 Coedmore Avenue,1450000,3 Bedroom House,Property.CoZa - Berea,/for-sale/yellowwood-park/durban/kwazulu-natal/6043/109270709,3,2,2,,1 012 m²,
110,109145487,Morningside,25 Fyfe Road,1300000,3 Bedroom House,Harcourts Equity,/for-sale/morningside/durban/kwazulu-natal/6021/109145487,3,1,5,,723 m²,
111,109274726,Clare Hills,5 A Alpaca Place,1350000,3 Bedroom House,Leadhome,/for-sale/clare-hills/durban/kwazulu-natal/6186/109274726,3,2,2,,681 m²,
112,109292471,Riverhorse Valley,1 Riverhorse Close,15750000,Industrial Property,Warehouse Finder,/for-sale/riverhorse-valley/durban/kwazulu-natal/11690/109292471,,,,,,1 765 m²
113,109308079,Mobeni Heights,1 Highway Place,1600000,4 Bedroom House,Rawson Properties Berea,/for-sale/mobeni-heights/durban/kwazulu-natal/6210/109308079,4,5,2,,488 m²,
114,109324076,Reservoir Hills,291 Kies Avenue,1600000,3 Bedroom House,Wakefields Estate Agents Berea,/for-sale/reservoir-hills/durban/kwazulu-natal/6192/109324076,3,3,2,,675 m²,
115,109178363,Morningside,514 Lilian Ngoyi Road,POA,Commercial Property,Swindon Property - Durban,/for-sale/morningside/durban/kwazulu-natal/6021/109178363,,,,79 m²,,
116,109276893,Bluff,67 Moss Road,1595000,2 Bedroom House,Acutts Bluff,/for-sale/bluff/durban/kwazulu-natal/12970/109276893,2,2,3,,780 m²,
117,109192075,Morningside,unknown,2200000,3 Bedroom House,Tyson Properties Morningside Office,/for-sale/morningside/durban/kwazulu-natal/6021/109192075,3,2.5,2,,1 208 m²,
118,109238325,Glenwood,"11 Ss Sunset View, 449 Queen Elizabeth Avenue",795000,2 Bedroom Apartment,RE/MAX Address - Berea,/for-sale/glenwood/durban/kwazulu-natal/6034/109238325,2,1,2,72 m²,,
119,109237593,Essenwood,"35 Ss Cowendale, 300 Problem Mkhize Road",895000,1 Bedroom Apartment,RE/MAX Address - Berea,/for-sale/essenwood/durban/kwazulu-natal/6165/109237593,1,1,1,51 m²,,
120,109287499,Bluff,30 Warangal Road,1290000,3 Bedroom House,Acutts Bluff,/for-sale/bluff/durban/kwazulu-natal/12970/109287499,3,2,3,,344 m²,
121,109231977,Bluff,23 Fowey,1195000,3 Bedroom House,Harcourts Brighton Beach,/for-sale/bluff/durban/kwazulu-natal/12970/109231977,3,1,1,,912 m²,
122,109238113,Musgrave,71 Gladys Mazibuko Road,949000,1.5 Bedroom Apartment,Wakefields Estate Agents Berea,/for-sale/musgrave/durban/kwazulu-natal/6166/109238113,1.5,1,1,81 m²,,
123,109324772,Morningside,unknown,6600000,6 Bedroom House,"Leapfrog, Durban Central",/for-sale/morningside/durban/kwazulu-natal/6021/109324772,6,3.5,4,,1 234 m²,
124,109305401,Bluff,63 Polkinghorne Road,1250000,3 Bedroom House,Wakefields Estate Agents Bluff,/for-sale/bluff/durban/kwazulu-natal/12970/109305401,3,1,2,,1 206 m²,
125,109247527,Merebank East,2 Ninapur Road,1400000,4 Bedroom House,Wakefields Estate Agents Bluff,/for-sale/merebank-east/durban/kwazulu-natal/17840/109247527,4,2,2,,496 m²,
126,109233016,Glenwood,449 Lena Ahrens ( Manning ) Road,950000,2 Bedroom Apartment,Tyson Properties Glenwood,/for-sale/glenwood/durban/kwazulu-natal/6034/109233016,2,1,1,83 m²,,
127,109317088,Glenwood,unknown,2700000,3 Bedroom House,Seeff Berea,/for-sale/glenwood/durban/kwazulu-natal/6034/109317088,3,2,10,,1 015 m²,
128,109325879,North Beach,unknown,1395000,1 Bedroom Townhouse,Harcourts Equity,/for-sale/north-beach/durban/kwazulu-natal/6022/109325879,1,1,,84 m²,,
129,109233023,Glenwood,449 Lena Ahrens ( Manning ) Road,1195000,2.5 Bedroom Apartment,Tyson Properties Glenwood,/for-sale/glenwood/durban/kwazulu-natal/6034/109233023,2.5,1,1,108 m²,,
130,109232015,Musgrave,81 Bellevue Road,894999,1 Bedroom Apartment,Wakefields Estate Agents Berea,/for-sale/musgrave/durban/kwazulu-natal/6166/109232015,1,1,1,109 m²,,
131,109235128,Bellair,95 Braeside Avenue,895000,3 Bedroom Townhouse,Leadhome,/for-sale/bellair/durban/kwazulu-natal/6248/109235128,3,2,1,78 m²,,
132,109235111,Bulwer,557 Che Guevara,895000,1 Bedroom Apartment,Campbell Property Group,/for-sale/bulwer/durban/kwazulu-natal/5969/109235111,1,1.5,1,77 m²,,
133,109287266,Essenwood,461 Currie Road,3950000,3 Bedroom House,Rawson Properties Berea,/for-sale/essenwood/durban/kwazulu-natal/6165/109287266,3,3,5,,465 ha,
134,109255134,Westridge,136 Bidston Road,795000,2 Bedroom Apartment,Zikra Properties,/for-sale/westridge/durban/kwazulu-natal/6202/109255134,2,1,2,90 m²,,
135,109263336,Essenwood,215 Avondale Road,660000,1 Bedroom Apartment,Wakefields Estate Agents Berea,/for-sale/essenwood/durban/kwazulu-natal/6165/109263336,1,1,1,50 m²,,
136,109282178,Musgrave,unknown,6500000,2 Bedroom House,Seeff Berea,/for-sale/musgrave/durban/kwazulu-natal/6166/109282178,2,2,6,,5 530 m²,
137,109287488,Woodlands,10 Allandale Road,960000,3 Bedroom Townhouse,Property.CoZa - Berea,/for-sale/woodlands/durban/kwazulu-natal/6042/109287488,3,2,3,,2 084 m²,
138,109295490,Lamontville,1161 Radebe Street,690000,3 Bedroom House,RE/MAX Advance - Bluff,/for-sale/lamontville/durban/kwazulu-natal/6054/109295490,3,1,1,,508 m²,
139,109244913,Bluff,41 Bayview Road,695000,2 Bedroom Apartment,Acutts Bluff,/for-sale/bluff/durban/kwazulu-natal/12970/109244913,2,1,1,57 m²,,
140,109325994,North Beach,unknown,875000,1 Bedroom Apartment,Harcourts Equity,/for-sale/north-beach/durban/kwazulu-natal/6022/109325994,1,1,,76 m²,,
141,109237864,South Beach,27 O.r. Tambo Parade,570000,1 Bedroom Apartment,Harcourts Equity,/for-sale/south-beach/durban/kwazulu-natal/6027/109237864,1,1,,39 m²,,
142,109319207,Umbilo,43 Selborne Road,1550000,3 Bedroom House,Tyson Properties Morningside Office,/for-sale/umbilo/durban/kwazulu-natal/6029/109319207,3,2,4,,708 m²,
143,109245559,North Beach,unknown,875000,1 Bedroom Apartment,Harcourts Equity,/for-sale/north-beach/durban/kwazulu-natal/6022/109245559,1,1,,76 m²,,
144,109226206,Essenwood,605 Currie Road,1795000,2 Bedroom Apartment,Harcourts Equity,/for-sale/essenwood/durban/kwazulu-natal/6165/109226206,2,1.5,1,113 m²,,
145,109284494,Carrington Heights,72 River Drive,1450000,5 Bedroom House,Tyson Properties Morningside Office,/for-sale/carrington-heights/durban/kwazulu-natal/6005/109284494,5,4,6,,942 m²,
146,109248883,Morningside,unknown,2350000,3 Bedroom Townhouse,Tyson Properties Morningside Office,/for-sale/morningside/durban/kwazulu-natal/6021/109248883,3,2.5,3,,779 m²,
147,109163702,Musgrave,93 Currie Road,1490000,2 Bedroom Townhouse,Sam Harwood Property,/for-sale/musgrave/durban/kwazulu-natal/6166/109163702,2,2,2,,1 507 m²,
148,109269531,Jacobs,873 South Coast Road,POA,Industrial Property,In2assets,/for-sale/jacobs/durban/kwazulu-natal/6151/109269531,,,,9 828 m²,,
149,109219931,Glenwood,89 Esther Roberts Road,1095000,3 Bedroom Townhouse,Tyson Properties Glenwood,/for-sale/glenwood/durban/kwazulu-natal/6034/109219931,3,2,3,,1 113 m²,
150,109221194,Morningside,151 Innes Road,1295000,2 Bedroom Apartment,"Leapfrog, Durban Central",/for-sale/morningside/durban/kwazulu-natal/6021/109221194,2,1,1,106 m²,,
151,109248913,Morningside,367 Peter Mokaba Road,1299000,3 Bedroom Apartment,Rawson Properties Berea,/for-sale/morningside/durban/kwazulu-natal/6021/109248913,3,2,3,96 m²,,
